name,weight,treatment,lipid,lipid_class,area,batch
C15M1,70,control,TAG(56:6_FA18:1)+NH4,TAG,0.044485451104746,0
C15M1,70,control,TAG(56:6_FA18:2)+NH4,TAG,0.00034143138395877,0
C15M1,70,control,TAG(56:6_FA18:3)+NH4,TAG,,0
C15M1,70,control,TAG(56:6_FA20:2)+NH4,TAG,0.000109083906029668,0
C15M1,70,control,TAG(56:6_FA20:3)+NH4,TAG,0.000245178678417765,0
C15M1,70,control,TAG(56:6_FA20:4)+NH4,TAG,0.00804772767968955,0
C15M1,70,control,TAG(56:6_FA20:5)+NH4,TAG,0.000103686052445595,0
C15M1,70,control,TAG(56:6_FA22:4)+NH4,TAG,0.00023614991181184,0
C15M1,70,control,TAG(56:6_FA22:5)+NH4,TAG,0.168447264063329,0
C15M1,70,control,TAG(56:6_FA22:6)+NH4,TAG,0.149724979688505,0
C15M1,70,control,TAG(56:7_FA16:0)+NH4,TAG,0.409554625561707,0
C15M1,70,control,TAG(56:7_FA16:1)+NH4,TAG,0.0796132322280572,0
C15M1,70,control,TAG(56:7_FA18:0)+NH4,TAG,,0
C15M1,70,control,TAG(56:7_FA18:1)+NH4,TAG,0.104348815637206,0
C15M1,70,control,TAG(56:7_FA18:2)+NH4,TAG,0.000267154838204695,0
C15M1,70,control,TAG(56:7_FA18:3)+NH4,TAG,0.00785871410461538,0
C15M1,70,control,TAG(56:7_FA20:3)+NH4,TAG,0.000903482525694156,0
C15M1,70,control,TAG(56:7_FA20:4)+NH4,TAG,0.00408780973531082,0
C15M1,70,control,TAG(56:7_FA20:5)+NH4,TAG,0.000181619629931172,0
C15M1,70,control,TAG(56:7_FA22:4)+NH4,TAG,,0
C15M1,70,control,TAG(56:7_FA22:5)+NH4,TAG,0.0148947298543691,0
C15M1,70,control,TAG(56:7_FA22:6)+NH4,TAG,0.29745074052166,0
C15M1,70,control,TAG(56:8_FA16:0)+NH4,TAG,0.0402889104386494,0
C15M1,70,control,TAG(56:8_FA16:1)+NH4,TAG,0.352232049445109,0
C15M1,70,control,TAG(56:8_FA18:1)+NH4,TAG,0.00278654426798621,0
C15M1,70,control,TAG(56:8_FA18:2)+NH4,TAG,0.00805917453203374,0
C15M1,70,control,TAG(56:8_FA18:3)+NH4,TAG,,0
C15M1,70,control,TAG(56:8_FA20:4)+NH4,TAG,0.0650589490648697,0
C15M1,70,control,TAG(56:8_FA20:5)+NH4,TAG,0.000191300421125365,0
C15M1,70,control,TAG(56:8_FA22:5)+NH4,TAG,0.000149224053601358,0
C15M1,70,control,TAG(56:8_FA22:6)+NH4,TAG,0.128066523560069,0
C15M1,70,control,TAG(56:9_FA18:3)+NH4,TAG,0.0362162449726255,0
C15M1,70,control,TAG(56:9_FA20:4)+NH4,TAG,0.00207104883817167,0
C15M1,70,control,TAG(56:9_FA20:5)+NH4,TAG,0.000181780290190361,0
C15M1,70,control,TAG(56:9_FA22:6)+NH4,TAG,0.0190829907792718,0
C15M1,70,control,TAG(57:10_FA22:6)+NH4,TAG,,0
C15M1,70,control,TAG(57:2_FA18:1)+NH4,TAG,0.00894801794659391,0
C15M1,70,control,TAG(57:3_FA18:2)+NH4,TAG,0.000288099140346668,0
C15M1,70,control,TAG(58:10_FA18:2)+NH4,TAG,0.000303375943301142,0
C15M1,70,control,TAG(58:10_FA20:4)+NH4,TAG,0.191198029997473,0
C15M1,70,control,TAG(58:10_FA20:5)+NH4,TAG,0.000142039147380073,0
C15M1,70,control,TAG(58:10_FA22:5)+NH4,TAG,0.000254726032900589,0
C15M1,70,control,TAG(58:10_FA22:6)+NH4,TAG,0.229205079690427,0
C15M1,70,control,TAG(58:2_FA18:1)+NH4,TAG,,0
C15M1,70,control,TAG(58:3_FA18:1)+NH4,TAG,,0
C15M1,70,control,TAG(58:5_FA18:1)+NH4,TAG,0.000205578848073116,0
C15M1,70,control,TAG(58:6_FA16:0)+NH4,TAG,0.000142864801910264,0
C15M1,70,control,TAG(58:6_FA18:0)+NH4,TAG,0.000251923292520721,0
C15M1,70,control,TAG(58:6_FA18:1)+NH4,TAG,0.000246831721631873,0
C15M1,70,control,TAG(58:6_FA20:4)+NH4,TAG,0.000140284715954215,0
C15M1,70,control,TAG(58:6_FA22:4)+NH4,TAG,0.000499103730163711,0
C15M1,70,control,TAG(58:6_FA22:5)+NH4,TAG,0.000209515078079984,0
C15M1,70,control,TAG(58:7_FA16:0)+NH4,TAG,0.000242493906504606,0
C15M1,70,control,TAG(58:7_FA18:0)+NH4,TAG,0.000201985640357059,0
C15M1,70,control,TAG(58:7_FA18:1)+NH4,TAG,0.000397213119751144,0
C15M1,70,control,TAG(58:7_FA18:2)+NH4,TAG,,0
C15M1,70,control,TAG(58:7_FA20:4)+NH4,TAG,0.000442092688294659,0
C15M1,70,control,TAG(58:7_FA22:4)+NH4,TAG,0.00018171323624274,0
C15M1,70,control,TAG(58:7_FA22:5)+NH4,TAG,0.000382208582592177,0
C15M1,70,control,TAG(58:7_FA22:6)+NH4,TAG,0.0367638466773977,0
C15M1,70,control,TAG(58:8_FA18:1)+NH4,TAG,0.0110937972333532,0
C15M1,70,control,TAG(58:8_FA18:2)+NH4,TAG,0.00027275293634424,0
C15M1,70,control,TAG(58:8_FA20:3)+NH4,TAG,0.000228017335395921,0
C15M1,70,control,TAG(58:8_FA20:4)+NH4,TAG,0.00890549705414937,0
C15M1,70,control,TAG(58:8_FA22:5)+NH4,TAG,0.0332188796388245,0
C15M1,70,control,TAG(58:8_FA22:6)+NH4,TAG,0.108145718328631,0
C15M1,70,control,TAG(58:9_FA18:1)+NH4,TAG,0.000332856931946822,0
C15M1,70,control,TAG(58:9_FA18:2)+NH4,TAG,0.000348722611199362,0
C15M1,70,control,TAG(58:9_FA20:4)+NH4,TAG,0.0473422703177172,0
C15M1,70,control,TAG(58:9_FA22:5)+NH4,TAG,0.000384675459994764,0
C15M1,70,control,TAG(58:9_FA22:6)+NH4,TAG,0.115218597171284,0
C15M1,70,control,TAG(60:10_FA22:5)+NH4,TAG,0.0158553191945689,0
C15M1,70,control,TAG(60:10_FA22:6)+NH4,TAG,0.106364913155243,0
C15M1,70,control,TAG(60:11_FA22:5)+NH4,TAG,0.105238121686629,0
C15M1,70,control,TAG(60:11_FA22:6)+NH4,TAG,0.219091683162131,0
C15M1,70,control,TAG(60:12_FA22:6)+NH4,TAG,0.640326858665862,0
C15M1,70,control,DAG(14:0_14:0)+NH4,DAG,,0
C15M1,70,control,DAG(14:0_16:1)+NH4,DAG,,0
C15M1,70,control,DAG(16:0_16:0)+NH4,DAG,,0
C15M1,70,control,DAG(16:0_16:1)+NH4,DAG,,0
C15M1,70,control,DAG(14:0_18:1)+NH4,DAG,,0
C15M1,70,control,DAG(16:1_16:1)+NH4,DAG,,0
C15M1,70,control,DAG(14:0_18:2)+NH4,DAG,,0
C15M1,70,control,DAG(14:0_18:3)+NH4,DAG,,0
C15M1,70,control,DAG(14:0_20:0)+NH4,DAG,,0
C15M1,70,control,DAG(16:0_18:0)+NH4,DAG,,0
C15M1,70,control,DAG(16:1_18:0)+NH4,DAG,,0
C15M1,70,control,DAG(16:0_18:1)+NH4,DAG,0.026976744472062,0
C15M1,70,control,DAG(16:1_18:1)+NH4,DAG,0.107739826458382,0
C15M1,70,control,DAG(16:0_18:2)+NH4,DAG,,0
C15M1,70,control,DAG(16:1_18:2)+NH4,DAG,,0
C15M1,70,control,DAG(16:0_18:3)+NH4,DAG,,0
C15M1,70,control,DAG(16:1_18:3)+NH4,DAG,,0
C15M1,70,control,DAG(14:0_20:4)+NH4,DAG,,0
C15M1,70,control,DAG(16:1_20:0)+NH4,DAG,,0
C15M1,70,control,DAG(18:0_18:1)+NH4,DAG,,0
C15M1,70,control,DAG(18:1_18:1)+NH4,DAG,0.0630435151973294,0
C15M1,70,control,DAG(18:0_18:2)+NH4,DAG,,0
C15M1,70,control,DAG(18:1_18:2)+NH4,DAG,,0
C15M1,70,control,DAG(18:0_18:3)+NH4,DAG,,0
C15M1,70,control,DAG(16:1_20:2)+NH4,DAG,,0
C15M1,70,control,DAG(16:0_20:3)+NH4,DAG,0.0310271566102983,0
C15M1,70,control,DAG(16:0_20:4)+NH4,DAG,0.236150794124989,0
C15M1,70,control,DAG(18:2_18:3)+NH4,DAG,,0
C15M1,70,control,DAG(16:1_20:4)+NH4,DAG,0.00686970657644747,0
C15M1,70,control,DAG(16:0_20:5)+NH4,DAG,,0
C15M1,70,control,DAG(14:0_22:6)+NH4,DAG,,0
C15M1,70,control,DAG(18:1_20:1)+NH4,DAG,0.0118586767031442,0
C15M1,70,control,DAG(18:1_20:2)+NH4,DAG,,0
C15M1,70,control,DAG(18:1_20:3)+NH4,DAG,0.018587384271913,0
C15M1,70,control,DAG(18:2_20:3)+NH4,DAG,,0
C15M1,70,control,DAG(18:1_20:4)+NH4,DAG,0.124975103786888,0
C15M1,70,control,DAG(16:0_22:5)+NH4,DAG,0.0220996025759382,0
C15M1,70,control,DAG(18:2_20:4)+NH4,DAG,,0
C15M1,70,control,DAG(18:1_20:5)+NH4,DAG,,0
C15M1,70,control,DAG(16:0_22:6)+NH4,DAG,0.408170134281054,0
C15M1,70,control,DAG(18:2_20:5)+NH4,DAG,,0
C15M1,70,control,DAG(16:1_22:6)+NH4,DAG,,0
C15M1,70,control,DAG(20:0_20:0)+NH4,DAG,,0
C15M1,70,control,DAG(18:1_22:4)+NH4,DAG,0.105905325826568,0
C15M1,70,control,DAG(18:2_22:4)+NH4,DAG,,0
C15M1,70,control,DAG(18:1_22:5)+NH4,DAG,,0
C15M1,70,control,DAG(18:0_22:6)+NH4,DAG,0.140774895850687,0
C15M1,70,control,DAG(18:2_22:5)+NH4,DAG,,0
C15M1,70,control,DAG(18:1_22:6)+NH4,DAG,0.157249761784777,0
C15M1,70,control,DAG(18:2_22:6)+NH4,DAG,,0
C15M1,70,control,MAG(16:0)+NH4,MAG,0.243247829129446,0
C15M1,70,control,MAG(16:1)+NH4,MAG,0.273588800824379,0
C15M1,70,control,MAG(18:0)+NH4,MAG,0.13324434740865,0
C15M1,70,control,MAG(18:1)+NH4,MAG,0.482457751288087,0
C15M1,70,control,MAG(18:2)+NH4,MAG,0.09869014016679,0
C15M1,70,control,MAG(20:0)+NH4,MAG,,0
C15M1,70,control,MAG(20:1)+NH4,MAG,0.0718271032506691,0
C15M1,70,control,MAG(20:2)+NH4,MAG,0.0447415959328041,0
C15M1,70,control,MAG(20:3)+NH4,MAG,0.106236984509041,0
C15M1,70,control,MAG(20:4)+NH4,MAG,0.341088050248377,0
C15M1,70,control,MAG(22:0)+NH4,MAG,,0
C15M1,70,control,MAG(22:1)+NH4,MAG,,0
C15M1,70,control,MAG(22:2)+NH4,MAG,,0
C15M1,70,control,MAG(22:3)+NH4,MAG,,0
C15M1,70,control,MAG(22:4)+NH4,MAG,0.0472194353079193,0
C15M1,70,control,MAG(22:5)+NH4,MAG,0.214565375347551,0
C15M1,70,control,MAG(22:6)+NH4,MAG,0.448917770486234,0
C15M1,70,control,LPC(14:0)+AcO,LPC,1.1675999645074e-06,0
C15M1,70,control,LPC(16:0)+AcO,LPC,0.00697707035228237,0
C15M1,70,control,LPC(16:1)+AcO,LPC,0.000710285095978016,0
C15M1,70,control,LPC(18:0)+AcO,LPC,0.000641702588959897,0
C15M1,70,control,LPC(18:1)+AcO,LPC,0.00861482599459614,0
C15M1,70,control,LPC(18:2)+AcO,LPC,0.00182018054928411,0
C15M1,70,control,LPC(18:3)+AcO,LPC,5.65070138523603e-06,0
C15M1,70,control,LPC(20:0)+AcO,LPC,1.64431420362132e-05,0
C15M1,70,control,LPC(20:1)+AcO,LPC,0.000195877803807322,0
C15M1,70,control,LPC(20:2)+AcO,LPC,7.36194742058758e-05,0
C15M1,70,control,LPC(20:3)+AcO,LPC,0.000126414848347669,0
C15M1,70,control,LPC(20:4)+AcO,LPC,0.000942802726206267,0
C15M1,70,control,LPC(20:5)+AcO,LPC,,0
C15M1,70,control,LPC(22:4)+AcO,LPC,0.00011823929429543,0
C15M1,70,control,LPC(22:5)+AcO,LPC,1.51771554869941e-05,0
C15M1,70,control,LPC(22:6)+AcO,LPC,8.30519376537774e-05,0
C15M1,70,control,LPG(14:0)-H,LPG,,0
C15M1,70,control,LPG(16:0)-H,LPG,1.22737604554098e-05,0
C15M1,70,control,LPG(16:1)-H,LPG,6.41714845554054e-07,0
C15M1,70,control,LPG(18:0)-H,LPG,1.74282622874684e-05,0
C15M1,70,control,LPG(18:1)-H,LPG,4.0070249356644e-05,0
C15M1,70,control,LPG(18:2)-H,LPG,9.5890406312132e-07,0
C15M1,70,control,LPG(18:3)-H,LPG,1.27430362471532e-07,0
C15M1,70,control,LPG(20:0)-H,LPG,3.22935609590764e-07,0
C15M1,70,control,LPG(20:1)-H,LPG,7.06616657911682e-07,0
C15M1,70,control,LPG(20:2)-H,LPG,4.98693595657586e-07,0
C15M1,70,control,LPG(20:3)-H,LPG,5.98084772468123e-07,0
C15M1,70,control,LPG(20:4)-H,LPG,7.11892531149643e-07,0
C15M1,70,control,LPG(20:5)-H,LPG,,0
C15M1,70,control,LPG(22:4)-H,LPG,4.5313230697678e-07,0
C15M1,70,control,LPG(22:5)-H,LPG,3.42467226721796e-07,0
C15M1,70,control,LPG(22:6)-H,LPG,2.89986898736534e-07,0
C15M1,70,control,LPI(14:0)-H,LPI,,0
C15M1,70,control,LPI(16:0)-H,LPI,0.00567913433099335,0
C15M1,70,control,LPI(16:1)-H,LPI,,0
C15M1,70,control,LPI(18:0)-H,LPI,0.0203173908663922,0
C15M1,70,control,LPI(18:1)-H,LPI,0.015155381079967,0
C15M1,70,control,LPI(18:2)-H,LPI,0.000548308869427183,0
C15M1,70,control,LPI(18:3)-H,LPI,,0
C15M1,70,control,LPI(20:0)-H,LPI,,0
C15M1,70,control,LPI(20:1)-H,LPI,0.000274526309489355,0
C15M1,70,control,LPI(20:2)-H,LPI,0.000309256001644923,0
C15M1,70,control,LPI(20:3)-H,LPI,0.000835839363812405,0
C15M1,70,control,LPI(20:4)-H,LPI,0.0146897990370246,0
C15M1,70,control,LPI(20:5)-H,LPI,,0
C15M1,70,control,LPI(22:4)-H,LPI,,0
C15M1,70,control,LPI(22:5)-H,LPI,,0
C15M1,70,control,LPI(22:6)-H,LPI,,0
C15M1,70,control,PI(14:1_14:1)-H,PI,,0
C15M1,70,control,PI(14:0_14:0)-H,PI,,0
C15M1,70,control,PI(14:0_18:1)-H,PI,0.00339214347872263,0
C15M1,70,control,PI(14:0_18:2)-H,PI,,0
C15M1,70,control,PI(14:0_18:3)-H,PI,,0
C15M1,70,control,PI(14:0_20:1)-H,PI,0.0015600933609997,0
C15M1,70,control,PI(14:0_20:2)-H,PI,,0
C15M1,70,control,PI(14:0_20:3)-H,PI,,0
C15M1,70,control,PI(14:0_20:4)-H,PI,,0
C15M1,70,control,PI(14:0_20:5)-H,PI,,0
C15M1,70,control,PI(14:0_22:4)-H,PI,2.62867930363335e-05,0
C15M1,70,control,PI(14:0_22:5)-H,PI,1.76214324344724e-05,0
C15M1,70,control,PI(14:0_22:6)-H,PI,3.78980534706147e-05,0
C15M1,70,control,PI(16:0_14:0)-H,PI,,0
C15M1,70,control,PI(16:0_16:0)-H,PI,0.00390041521492951,0
C15M1,70,control,PI(16:0_16:1)-H,PI,0.000859146943167395,0
C15M1,70,control,PI(16:0_18:0)-H,PI,0.269169957602767,0
C15M1,70,control,PI(16:0_18:1)-H,PI,0.0365325937081315,0
C15M1,70,control,PI(16:0_18:2)-H,PI,0.00292080899686653,0
C15M1,70,control,PI(16:0_18:3)-H,PI,,0
C15M1,70,control,PI(16:0_20:1)-H,PI,0.0010756820021825,0
C15M1,70,control,PI(16:0_20:2)-H,PI,0.00117945301358461,0
C15M1,70,control,PI(16:0_20:3)-H,PI,0.0161382359223773,0
C15M1,70,control,PI(16:0_20:4)-H,PI,0.433799734710912,0
C15M1,70,control,PI(16:0_20:5)-H,PI,0.00265298031938917,0
C15M1,70,control,PI(16:0_22:4)-H,PI,0.0236974483040807,0
C15M1,70,control,PI(16:0_22:5)-H,PI,0.00553789385077113,0
C15M1,70,control,PI(16:0_22:6)-H,PI,0.0130357455375303,0
C15M1,70,control,PI(18:0_14:0)-H,PI,,0
C15M1,70,control,PI(18:0_16:1)-H,PI,0.00222366207520893,0
C15M1,70,control,PI(18:0_18:0)-H,PI,0.00710289369841913,0
C15M1,70,control,PI(18:0_18:1)-H,PI,0.00524888053044075,0
C15M1,70,control,PI(18:0_18:2)-H,PI,0.00227457784040065,0
C15M1,70,control,PI(18:0_18:3)-H,PI,,0
C15M1,70,control,PI(18:0_20:0)-H,PI,3.58128905548626e-05,0
C15M1,70,control,PI(18:0_20:1)-H,PI,,0
C15M1,70,control,PI(18:0_20:2)-H,PI,0.000344422596928222,0
C15M1,70,control,PI(18:0_20:3)-H,PI,0.0326758766992422,0
C15M1,70,control,PI(18:0_20:4)-H,PI,1.88850827476706,0
C15M1,70,control,PI(18:0_20:5)-H,PI,0.00561988490082826,0
C15M1,70,control,PI(18:0_22:4)-H,PI,0.004141289193788,0
C15M1,70,control,PI(18:0_22:5)-H,PI,0.00100841186847974,0
C15M1,70,control,PI(18:0_22:6)-H,PI,0.011125403739832,0
C15M1,70,control,PI(18:1_16:1)-H,PI,0.421361129621815,0
C15M1,70,control,PI(18:1_18:1)-H,PI,0.0161105106682801,0
C15M1,70,control,PI(18:1_18:2)-H,PI,0.00259412907538891,0
C15M1,70,control,PI(18:1_18:3)-H,PI,,0
C15M1,70,control,PI(18:1_20:1)-H,PI,,0
C15M1,70,control,PI(18:1_20:2)-H,PI,0.000600881820977256,0
C15M1,70,control,PI(18:1_20:3)-H,PI,0.0193750006487872,0
C15M1,70,control,PI(18:1_20:4)-H,PI,0.625250713177453,0
C15M1,70,control,PI(18:1_20:5)-H,PI,,0
C15M1,70,control,PI(18:1_22:4)-H,PI,0.00481500443320979,0
C15M1,70,control,PI(18:1_22:5)-H,PI,,0
C15M1,70,control,PI(18:1_22:6)-H,PI,0.00785700265962426,0
C15M1,70,control,PI(18:2_16:1)-H,PI,0.0191535740551435,0
C15M1,70,control,PI(18:2_18:2)-H,PI,0.000797280181295329,0
C15M1,70,control,PI(18:2_18:3)-H,PI,,0
C15M1,70,control,PI(18:2_20:1)-H,PI,,0
C15M1,70,control,PI(18:2_20:2)-H,PI,,0
C15M1,70,control,PI(18:2_20:3)-H,PI,,0
C15M1,70,control,PI(18:2_20:4)-H,PI,0.0118465012369043,0
C15M1,70,control,PI(18:2_20:5)-H,PI,,0
C15M1,70,control,PI(18:2_22:4)-H,PI,,0
C15M1,70,control,PI(18:2_22:5)-H,PI,,0
C15M1,70,control,PI(18:2_22:6)-H,PI,0.000548720284671023,0
C15M1,70,control,PI(20:0_16:1)-H,PI,,0
C15M1,70,control,PI(20:0_18:1)-H,PI,,0
C15M1,70,control,PI(20:0_18:2)-H,PI,,0
C15M1,70,control,PI(20:0_18:3)-H,PI,,0
C15M1,70,control,PI(20:0_20:1)-H,PI,,0
C15M1,70,control,PI(20:0_20:2)-H,PI,,0
C15M1,70,control,PI(20:0_20:3)-H,PI,,0
C15M1,70,control,PI(20:0_20:4)-H,PI,0.000943277142676608,0
C15M1,70,control,PI(20:0_20:5)-H,PI,,0
C15M1,70,control,PI(20:0_22:5)-H,PI,,0
C15M1,70,control,PI(20:0_22:6)-H,PI,0.000267140313375648,0
C15M1,70,control,LPS(14:0)-H,LPS,,0
C15M1,70,control,LPS(16:0)-H,LPS,,0
C15M1,70,control,LPS(16:1)-H,LPS,,0
C15M1,70,control,LPS(18:0)-H,LPS,0.0011856593223314,0
C15M1,70,control,LPS(18:1)-H,LPS,,0
C15M1,70,control,LPS(18:2)-H,LPS,,0
C15M1,70,control,LPS(18:3)-H,LPS,,0
C15M1,70,control,LPS(20:0)-H,LPS,,0
C15M1,70,control,LPS(20:1)-H,LPS,,0
C15M1,70,control,LPS(20:2)-H,LPS,,0
C15M1,70,control,LPS(20:3)-H,LPS,,0
C15M1,70,control,LPS(20:4)-H,LPS,,0
C15M1,70,control,LPS(20:5)-H,LPS,,0
C15M1,70,control,LPS(22:4)-H,LPS,,0
C15M1,70,control,LPS(22:5)-H,LPS,,0
C15M1,70,control,LPS(22:6)-H,LPS,,0
C15M1,70,control,PS(14:1_14:1)-H,PS,,0
C15M1,70,control,PS(14:0_14:0)-H,PS,,0
C15M1,70,control,PS(14:0_18:1)-H,PS,0.00246298397613552,0
C15M1,70,control,PS(14:0_18:2)-H,PS,,0
C15M1,70,control,PS(14:0_18:3)-H,PS,,0
C15M1,70,control,PS(14:0_20:1)-H,PS,,0
C15M1,70,control,PS(14:0_20:2)-H,PS,,0
C15M1,70,control,PS(14:0_20:3)-H,PS,,0
C15M1,70,control,PS(14:0_20:4)-H,PS,0.000533022044359789,0
C15M1,70,control,PS(14:0_20:5)-H,PS,,0
C15M1,70,control,PS(14:0_22:4)-H,PS,,0
C15M1,70,control,PS(14:0_22:5)-H,PS,,0
C15M1,70,control,PS(14:0_22:6)-H,PS,,0
C15M1,70,control,PS(16:0_14:0)-H,PS,,0
C15M1,70,control,PS(16:0_16:0)-H,PS,4.07341827906379e-05,0
C15M1,70,control,PS(16:0_16:1)-H,PS,1.61720153287627e-05,0
C15M1,70,control,PS(16:0_18:0)-H,PS,0.0124490605300836,0
C15M1,70,control,PS(16:0_18:1)-H,PS,6.38141424899541e-05,0
C15M1,70,control,PS(16:0_18:2)-H,PS,2.41761634065482e-05,0
C15M1,70,control,PS(16:0_18:3)-H,PS,,0
C15M1,70,control,PS(16:0_20:1)-H,PS,,0
C15M1,70,control,PS(16:0_20:2)-H,PS,2.49269992547451e-05,0
C15M1,70,control,PS(16:0_20:3)-H,PS,3.67973127588542e-05,0
C15M1,70,control,PS(16:0_20:4)-H,PS,0.0024365042915028,0
C15M1,70,control,PS(16:0_20:5)-H,PS,,0
C15M1,70,control,PS(16:0_22:4)-H,PS,0.000135799557993162,0
C15M1,70,control,PS(16:0_22:5)-H,PS,0.00106889062293981,0
C15M1,70,control,PS(16:0_22:6)-H,PS,0.00975969800820182,0
C15M1,70,control,PS(18:0_14:0)-H,PS,,0
C15M1,70,control,PS(18:0_16:1)-H,PS,0.00946472156269704,0
C15M1,70,control,PS(18:0_18:0)-H,PS,0.249138107891532,0
C15M1,70,control,PS(18:0_18:1)-H,PS,0.248003123280647,0
C15M1,70,control,PS(18:0_18:2)-H,PS,0.0191486532032818,0
C15M1,70,control,PS(18:0_18:3)-H,PS,,0
C15M1,70,control,PS(18:0_20:0)-H,PS,0.0212065867362344,0
C15M1,70,control,PS(18:0_20:1)-H,PS,0.00384364824881004,0
C15M1,70,control,PS(18:0_20:2)-H,PS,0.00365292233956643,0
C15M1,70,control,PS(18:0_20:3)-H,PS,0.012251449368323,0
C15M1,70,control,PS(18:0_20:4)-H,PS,0.0814740309221855,0
C15M1,70,control,PS(18:0_20:5)-H,PS,0.000738207780769771,0
C15M1,70,control,PS(18:0_22:4)-H,PS,0.101150266421589,0
C15M1,70,control,PS(18:0_22:5)-H,PS,0.0134873340272411,0
C15M1,70,control,PS(18:0_22:6)-H,PS,0.098314897742639,0
C15M1,70,control,PS(18:1_16:1)-H,PS,0.0195726820939988,0
C15M1,70,control,PS(18:1_18:1)-H,PS,0.0120364928769002,0
C15M1,70,control,PS(18:1_18:2)-H,PS,5.16212343193024e-05,0
C15M1,70,control,PS(18:1_18:3)-H,PS,1.59973134571401e-05,0
C15M1,70,control,PS(18:1_20:1)-H,PS,4.13578226956844e-05,0
C15M1,70,control,PS(18:1_20:2)-H,PS,5.18612218134496e-05,0
C15M1,70,control,PS(18:1_20:3)-H,PS,5.31899222089034e-05,0
C15M1,70,control,PS(18:1_20:4)-H,PS,0.0201686096653225,0
C15M1,70,control,PS(18:1_20:5)-H,PS,3.24570940134661e-05,0
C15M1,70,control,PS(18:1_22:4)-H,PS,2.98591656739186e-05,0
C15M1,70,control,PS(18:1_22:5)-H,PS,0.000181105411018152,0
C15M1,70,control,PS(18:1_22:6)-H,PS,0.00706374196512108,0
C15M1,70,control,PS(18:2_16:1)-H,PS,3.97967492478981e-05,0
C15M1,70,control,PS(18:2_18:2)-H,PS,0.000604830608392784,0
C15M1,70,control,PS(18:2_18:3)-H,PS,,0
C15M1,70,control,PS(18:2_20:1)-H,PS,,0
C15M1,70,control,PS(18:2_20:2)-H,PS,,0
C15M1,70,control,PS(18:2_20:3)-H,PS,,0
C15M1,70,control,PS(18:2_20:4)-H,PS,0.00306860354566733,0
C15M1,70,control,PS(18:2_20:5)-H,PS,,0
C15M1,70,control,PS(18:2_22:4)-H,PS,,0
C15M1,70,control,PS(18:2_22:5)-H,PS,,0
C15M1,70,control,PS(18:2_22:6)-H,PS,0.0103353886313616,0
C15M1,70,control,PS(20:0_16:1)-H,PS,,0
C15M1,70,control,PS(20:0_18:1)-H,PS,3.39138591568108e-05,0
C15M1,70,control,PS(20:0_18:2)-H,PS,,0
C15M1,70,control,PS(20:0_18:3)-H,PS,,0
C15M1,70,control,PS(20:0_20:1)-H,PS,,0
C15M1,70,control,PS(20:0_20:2)-H,PS,,0
C15M1,70,control,PS(20:0_20:3)-H,PS,,0
C15M1,70,control,PS(20:0_20:4)-H,PS,,0
C15M1,70,control,PS(20:0_20:5)-H,PS,,0
C15M1,70,control,PS(20:0_22:4)-H,PS,,0
C15M1,70,control,PS(20:0_22:5)-H,PS,,0
C15M1,70,control,PS(20:0_22:6)-H,PS,4.49996567610785e-05,0
C15M1,70,control,PC(14:0_14:0)+AcO,PC,0.000320730524510377,0
C15M1,70,control,PC(14:0_18:1)+AcO,PC,0.00613158422485556,0
C15M1,70,control,PC(14:0_18:2)+AcO,PC,0.00135243912373946,0
C15M1,70,control,PC(14:0_18:3)+AcO,PC,,0
C15M1,70,control,PC(14:0_20:1)+AcO,PC,6.96668283909825e-05,0
C15M1,70,control,PC(14:0_20:2)+AcO,PC,4.6362283452883e-06,0
C15M1,70,control,PC(14:0_20:3)+AcO,PC,0.000570329823416946,0
C15M1,70,control,PC(14:0_20:4)+AcO,PC,0.00263972074515186,0
C15M1,70,control,PC(14:0_20:5)+AcO,PC,,0
C15M1,70,control,PC(14:0_22:4)+AcO,PC,2.09066353404267e-05,0
C15M1,70,control,PC(14:0_22:5)+AcO,PC,0.000532262748703106,0
C15M1,70,control,PC(14:0_22:6)+AcO,PC,0.00223084427431013,0
C15M1,70,control,PC(14:1_14:1)+AcO,PC,,0
C15M1,70,control,PC(16:0_14:0)+AcO,PC,0.00893782651099463,0
C15M1,70,control,PC(16:0_16:0)+AcO,PC,0.258131324084882,0
C15M1,70,control,PC(16:0_16:1)+AcO,PC,0.109789980793436,0
C15M1,70,control,PC(16:0_18:0)+AcO,PC,0.0259938120332829,0
C15M1,70,control,PC(16:0_18:1)+AcO,PC,0.873382431806629,0
C15M1,70,control,PC(16:0_18:2)+AcO,PC,0.0711142754815601,0
C15M1,70,control,PC(16:0_18:3)+AcO,PC,0.00259721837179037,0
C15M1,70,control,PC(16:0_20:1)+AcO,PC,0.00547760575272889,0
C15M1,70,control,PC(16:0_20:2)+AcO,PC,0.00624732463430153,0
C15M1,70,control,PC(16:0_20:3)+AcO,PC,0.0418276845571414,0
C15M1,70,control,PC(16:0_20:4)+AcO,PC,0.424953652577133,0
C15M1,70,control,PC(16:0_20:5)+AcO,PC,0.000479546141280563,0
C15M1,70,control,PC(16:0_22:4)+AcO,PC,0.022829549923622,0
C15M1,70,control,PC(16:0_22:5)+AcO,PC,0.0123352060344702,0
C15M1,70,control,PC(16:1_18:1)+AcO,PC,0.0144303437912817,0
C15M1,70,control,PC(16:1_18:2)+AcO,PC,0.00481414877945575,0
